Usage_Date,Project_ID,Source_Region,Destination_Region,Transfer_Type,Data_Volume_GB,Network_Cost
2026-03-19 00:00:00,proj-077,australia-southeast1,us-east4,Cloud NAT,162.55,77.27
2026-01-13 00:00:00,proj-049,asia-south1,us-east4,Cloud NAT,16.49,21.39
2025-04-25 00:00:00,proj-050,asia-south1,asia-south1,Cloud NAT,461.27,47.99
2026-04-03 00:00:00,proj-054,europe-west1,us-central1,Inter-region Egress,250.89,50.7
2026-01-09 00:00:00,proj-066,europe-west1,us-east4,Cloud NAT,253.03,48.13
2025-12-13 00:00:00,proj-039,asia-south1,us-east4,Cloud NAT,235.33,85.99
2025-05-11 00:00:00,proj-027,asia-south1,australia-southeast1,Load Balancing,495.72,12.77
2025-01-20 00:00:00,proj-009,us-central1,europe-west1,Cloud NAT,105.45,94.91
2025-02-05 00:00:00,proj-050,australia-southeast1,asia-south1,Cloud NAT,258.16,52.15
2026-01-08 00:00:00,proj-058,europe-west1,Internet,Intra-region Egress,407.54,55.69
2025-07-13 00:00:00,proj-008,australia-southeast1,asia-south1,Inter-region Egress,167.53,51.14
2025-03-18 00:00:00,proj-057,AUSTRALIA-SOUTHEAST1,Internet,Cloud NAT,242.81,35.61
2025-02-28 00:00:00,proj-014,europe-west1,australia-southeast1,Inter-region Egress,382.37,46.28
2025-08-27 00:00:00,proj-059,us-central1,asia-south1,Inter-region Egress,120.77,89.91
2025-02-23 00:00:00,proj-057,us-central1,Internet,Intra-region Egress,276.87,91.04
2026-02-11 00:00:00,proj-074,us-central1,Internet,Inter-region Egress,85.78,50.1
2025-11-06 00:00:00,proj-027,europe-west1,australia-southeast1,Internet Egress,373.19,68.27
2025-02-19 00:00:00,proj-073,us-central1,australia-southeast1,Internet Egress,94.32,1.22
2025-12-06 00:00:00,proj-056,europe-west1,us-central1,Load Balancing,8.36,88.59
2025-04-10 00:00:00,proj-038,us-central1,Internet,Intra-region Egress,449.05,37.28
2025-11-30 00:00:00,proj-045,EUROPE-WEST1,asia-south1,Internet Egress,476.59,52.62
2025-01-20 00:00:00,proj-062,europe-west1,us-central1,Cloud NAT,67.6,42.65
2025-10-19 00:00:00,proj-062,us-central1,Internet,Load Balancing,362.03,47.15
2026-01-21 00:00:00,proj-039,australia-southeast1,europe-west1,Load Balancing,320.25,94.02
2025-08-01 00:00:00,proj-029,australia-southeast1,europe-west1,Intra-region Egress,33.73,16.88
2026-04-29 00:00:00,proj-034,australia-southeast1,australia-southeast1,Intra-region Egress,234.77,86.54
2025-03-21 00:00:00,proj-020,asia-south1,Internet,Load Balancing,5.32,41.67
2025-07-24 00:00:00,proj-076,us-east4,europe-west1,Inter-region Egress,239.61,44.01
2025-02-24 00:00:00,proj-065,asia-south1,australia-southeast1,Cloud NAT,98.45,44.28
2025-12-10 00:00:00,proj-014,us-central1,australia-southeast1,Intra-region Egress,112.54,25.06
2025-03-28 00:00:00,proj-077,europe-west1,asia-south1,Load Balancing,159.23,65.91
2025-07-02 00:00:00,proj-017,us-east4,Internet,Internet Egress,324.25,94.52
2026-02-05 00:00:00,proj-034,AUSTRALIA-SOUTHEAST1,Internet,Internet Egress,157.14,42.5
2025-05-01 00:00:00,proj-028,us-central1,australia-southeast1,Internet Egress,231.77,66.6
2025-02-19 00:00:00,proj-020,us-east4,asia-south1,Intra-region Egress,36.67,56.78
2025-09-09 00:00:00,proj-033,us-east4,australia-southeast1,Cloud NAT,456.79,33.96
2025-03-16 00:00:00,proj-010,us-central1,us-central1,Load Balancing,157.44,52.98
2025-10-09 00:00:00,proj-005,asia-south1,australia-southeast1,Cloud NAT,292.98,2.79
2025-12-10 00:00:00,proj-001,asia-south1,asia-south1,Load Balancing,285.91,15.27
2025-09-23 00:00:00,proj-009,europe-west1,us-east4,Inter-region Egress,294.24,79.83
2025-03-04 00:00:00,proj-040,europe-west1,Internet,Inter-region Egress,145.58,88.63
2025-01-22 00:00:00,proj-057,australia-southeast1,us-central1,Load Balancing,271.18,3.87
2025-05-20 00:00:00,proj-070,australia-southeast1,Internet,Cloud NAT,209.23,71.98
2025-06-21 00:00:00,proj-016,australia-southeast1,us-east4,Cloud NAT,19.67,52.79
2026-04-16 00:00:00,proj-052,europe-west1,australia-southeast1,Intra-region Egress,206.9,77.4
2025-09-28 00:00:00,proj-017,australia-southeast1,asia-south1,Cloud NAT,290.7,78.38
2025-08-27 00:00:00,proj-053,asia-south1,us-central1,Inter-region Egress,416.77,53.31
2025-07-23 00:00:00,proj-018,europe-west1,australia-southeast1,Inter-region Egress,137.72,86.52
2025-12-22 00:00:00,proj-070,us-east4,us-central1,Load Balancing,77.95,7.52
2025-07-02 00:00:00,proj-055,us-central1,australia-southeast1,Cloud NAT,488.23,60.56
2025-06-17 00:00:00,proj-028,us-central1,europe-west1,Load Balancing,74.07,92.51
2026-02-04 00:00:00,proj-048,us-east4,europe-west1,Internet Egress,344.94,81.91
2025-02-25 00:00:00,proj-009,us-central1,asia-south1,Cloud NAT,96.79,0.3
2025-09-15 00:00:00,proj-005,europe-west1,us-central1,Intra-region Egress,346.32,68.78
2025-05-03 00:00:00,proj-028,us-east4,asia-south1,Cloud NAT,304.37,83.53
2025-10-18 00:00:00,proj-044,ASIA-SOUTH1,europe-west1,Cloud NAT,347.58,41.04
2025-11-06 00:00:00,proj-059,ASIA-SOUTH1,asia-south1,Cloud NAT,486.65,52.25
2025-01-27 00:00:00,proj-062,australia-southeast1,Internet,Cloud NAT,38.24,33.01
2025-06-21 00:00:00,proj-063,asia-south1,Internet,Inter-region Egress,130.46,61.27
2025-07-05 00:00:00,proj-038,europe-west1,asia-south1,Intra-region Egress,12.55,89.79
2025-04-25 00:00:00,proj-025,us-east4,australia-southeast1,Internet Egress,143.53,46.62
2025-08-28 00:00:00,proj-077,asia-south1,asia-south1,Inter-region Egress,58.88,51.58
2025-08-11 00:00:00,proj-023,asia-south1,australia-southeast1,Inter-region Egress,63.45,1.87
2025-01-17 00:00:00,proj-078,australia-southeast1,Internet,Load Balancing,106.59,79.25
2025-01-25 00:00:00,proj-015,us-east4,europe-west1,Internet Egress,320.46,11.75
2026-03-09 00:00:00,proj-026,europe-west1,europe-west1,Internet Egress,374.3,14.14
2026-01-01 00:00:00,proj-034,us-east4,us-east4,Intra-region Egress,316.05,61.89
2025-10-30 00:00:00,proj-005,australia-southeast1,australia-southeast1,Intra-region Egress,328.01,74.43
2025-04-19 00:00:00,proj-039,us-central1,europe-west1,Internet Egress,446.31,41.48
2026-01-22 00:00:00,proj-027,asia-south1,asia-south1,Inter-region Egress,21.22,41.49
2026-01-14 00:00:00,proj-065,europe-west1,australia-southeast1,Load Balancing,342.42,32.26
2026-02-22 00:00:00,proj-001,australia-southeast1,us-east4,Internet Egress,266.77,47.27
2026-04-08 00:00:00,proj-065,us-east4,us-east4,,363.78,99.68
2025-04-23 00:00:00,proj-064,europe-west1,us-central1,Cloud NAT,430.29,72.77
2025-01-03 00:00:00,proj-034,asia-south1,asia-south1,Internet Egress,170.33,1.26
2025-11-30 00:00:00,proj-058,us-east4,us-east4,Cloud NAT,147.61,94.33
2025-07-10 00:00:00,proj-056,US-CENTRAL1,australia-southeast1,Load Balancing,144.95,33.8
2025-08-29 00:00:00,proj-041,asia-south1,asia-south1,Inter-region Egress,74.7,23.24
2025-10-06 00:00:00,proj-037,australia-southeast1,asia-south1,Load Balancing,115.37,71.49
2025-09-04 00:00:00,proj-033,australia-southeast1,asia-south1,Load Balancing,228.96,56.37
2025-11-22 00:00:00,proj-046,europe-west1,us-east4,Cloud NAT,95.45,54.14
2025-11-08 00:00:00,proj-025,australia-southeast1,asia-south1,Internet Egress,153.67,9.44
2025-07-04 00:00:00,proj-025,europe-west1,Internet,Load Balancing,24.61,53.79
2025-05-11 00:00:00,proj-034,asia-south1,australia-southeast1,Intra-region Egress,258.63,58.99
2025-06-21 00:00:00,proj-065,us-central1,asia-south1,Cloud NAT,376.28,14.28
2025-06-18 00:00:00,proj-079,asia-south1,europe-west1,Load Balancing,97.87,24.97
2025-02-25 00:00:00,proj-003,europe-west1,europe-west1,Internet Egress,318.39,40.07
2025-04-27 00:00:00,proj-001,australia-southeast1,us-east4,Cloud NAT,249.23,60.86
2025-01-04 00:00:00,proj-049,europe-west1,us-east4,Intra-region Egress,445.51,6.09
2026-02-15 00:00:00,proj-057,us-central1,europe-west1,Cloud NAT,342.51,29.16
2025-09-06 00:00:00,proj-002,us-central1,asia-south1,Inter-region Egress,432.85,44.44
2026-04-13 00:00:00,proj-046,us-east4,australia-southeast1,Cloud NAT,491.39,13.19
2026-04-08 00:00:00,proj-080,us-central1,us-east4,Load Balancing,497.99,99.34
2026-03-13 00:00:00,proj-041,europe-west1,us-central1,Inter-region Egress,132.98,83.82
2025-06-03 00:00:00,proj-076,us-central1,asia-south1,Inter-region Egress,282.25,76.99
2025-12-02 00:00:00,proj-028,asia-south1,australia-southeast1,Cloud NAT,365.8,26.72
2026-02-03 00:00:00,proj-060,europe-west1,us-central1,Cloud NAT,379.81,71.51
2026-02-13 00:00:00,proj-077,europe-west1,europe-west1,Intra-region Egress,416.66,73.3
2025-09-04 00:00:00,proj-006,us-east4,europe-west1,Intra-region Egress,328.29,86.72
2025-12-30 00:00:00,proj-009,australia-southeast1,us-central1,Intra-region Egress,101.49,36
2025-10-24 00:00:00,proj-066,europe-west1,us-east4,Cloud NAT,276.14,96.74
2025-01-20 00:00:00,proj-059,us-east4,Internet,Load Balancing,333.02,93.83
2025-01-11 00:00:00,proj-035,asia-south1,Internet,Inter-region Egress,381.24,54.27
2025-07-09 00:00:00,proj-003,us-central1,asia-south1,Load Balancing,144.75,27.35
2025-07-07 00:00:00,proj-050,us-central1,us-central1,Intra-region Egress,158.07,74.76
2025-12-05 00:00:00,proj-016,asia-south1,asia-south1,Intra-region Egress,97.28,32.71
2026-04-10 00:00:00,proj-017,asia-south1,europe-west1,Inter-region Egress,218.43,6.18
2025-01-21 00:00:00,proj-008,asia-south1,australia-southeast1,Cloud NAT,294.69,58.31
2025-04-15 00:00:00,proj-039,AUSTRALIA-SOUTHEAST1,us-east4,Intra-region Egress,336.81,63.87
2025-05-05 00:00:00,proj-064,us-central1,asia-south1,Internet Egress,350.46,72.05
2026-04-22 00:00:00,proj-068,asia-south1,asia-south1,Intra-region Egress,2.61,67.9
2025-03-26 00:00:00,proj-035,asia-south1,asia-south1,Cloud NAT,396.9,2.64
2026-02-14 00:00:00,proj-043,us-east4,us-east4,Inter-region Egress,156.43,38
2026-02-26 00:00:00,proj-052,asia-south1,us-central1,Inter-region Egress,407.49,75.91
2025-10-16 00:00:00,proj-071,australia-southeast1,us-east4,Load Balancing,78.64,93.55
2025-01-01 00:00:00,proj-009,asia-south1,us-east4,Cloud NAT,388.74,27.91
2025-08-31 00:00:00,proj-054,asia-south1,us-east4,Internet Egress,250.45,71.11
2025-09-12 00:00:00,proj-073,ASIA-SOUTH1,Internet,Inter-region Egress,31.53,49.62
2026-01-07 00:00:00,proj-040,us-east4,australia-southeast1,Load Balancing,418.59,48.56
2025-03-07 00:00:00,proj-031,us-central1,australia-southeast1,Internet Egress,469.86,72.76
2025-09-19 00:00:00,proj-042,asia-south1,australia-southeast1,Intra-region Egress,281.14,26.93
2026-04-26 00:00:00,proj-080,us-east4,asia-south1,Load Balancing,95.47,28.27
2025-03-31 00:00:00,proj-077,europe-west1,us-east4,Internet Egress,475.18,15.37
2025-03-07 00:00:00,proj-035,australia-southeast1,australia-southeast1,Inter-region Egress,187.29,27.56
2026-03-14 00:00:00,proj-003,asia-south1,Internet,Internet Egress,70.85,99.28
2026-02-07 00:00:00,proj-014,us-central1,Internet,Load Balancing,162.87,3.37
2025-06-21 00:00:00,proj-045,europe-west1,Internet,Inter-region Egress,80.85,69.27
2025-09-14 00:00:00,proj-064,europe-west1,Internet,Internet Egress,392.5,52.63
2025-03-13 00:00:00,proj-017,australia-southeast1,asia-south1,Cloud NAT,126.9,95.38
2025-03-11 00:00:00,proj-006,us-east4,asia-south1,Load Balancing,386.67,14.34
2026-04-07 00:00:00,proj-069,europe-west1,us-east4,Cloud NAT,99.68,2.29
2026-05-02 00:00:00,proj-070,europe-west1,us-central1,Intra-region Egress,437.22,28.61
2025-11-13 00:00:00,proj-017,us-central1,Internet,Internet Egress,13.85,25.79
2025-03-24 00:00:00,proj-051,us-central1,Internet,Load Balancing,171.5,38.49
2025-07-05 00:00:00,proj-034,australia-southeast1,us-east4,Cloud NAT,232.43,3.37
2026-01-12 00:00:00,proj-075,europe-west1,asia-south1,Internet Egress,10.57,1.81
2025-02-26 00:00:00,proj-053,us-central1,us-east4,Internet Egress,478.79,5.13
2025-01-11 00:00:00,proj-009,us-central1,europe-west1,Load Balancing,392.59,59.61
2025-07-29 00:00:00,proj-033,australia-southeast1,us-east4,Cloud NAT,47.04,50.67
2025-10-02 00:00:00,proj-044,australia-southeast1,australia-southeast1,Load Balancing,43.61,18.83
2026-03-23 00:00:00,proj-071,us-east4,Internet,Cloud NAT,388.61,24.96
2026-02-09 00:00:00,proj-058,us-east4,europe-west1,Load Balancing,425.66,70.19
2026-04-15 00:00:00,proj-074,asia-south1,Internet,Cloud NAT,294.28,87.14
2025-09-06 00:00:00,proj-057,australia-southeast1,Internet,Intra-region Egress,241,19.33
2025-12-28 00:00:00,proj-040,us-east4,us-east4,Intra-region Egress,75.38,92.04
2026-03-22 00:00:00,proj-003,US-CENTRAL1,us-east4,Load Balancing,420.18,88.63
2025-07-01 00:00:00,proj-023,europe-west1,Internet,Intra-region Egress,75.61,21.56
2025-04-29 00:00:00,proj-013,us-central1,europe-west1,Load Balancing,190.14,78.48
2026-03-23 00:00:00,proj-060,us-east4,europe-west1,Cloud NAT,155.28,69.26
2026-01-03 00:00:00,proj-015,asia-south1,us-central1,Inter-region Egress,63.34,37.21
2026-04-01 00:00:00,proj-011,us-central1,asia-south1,Load Balancing,126.96,48.46
2025-09-07 00:00:00,proj-065,us-central1,australia-southeast1,Intra-region Egress,132.29,48.48
2025-03-29 00:00:00,proj-032,asia-south1,Internet,Load Balancing,422.91,18.42
2025-05-30 00:00:00,proj-032,europe-west1,us-east4,Cloud NAT,287.16,79.25
2026-04-10 00:00:00,proj-027,europe-west1,Internet,Load Balancing,252.39,7.35
2025-02-10 00:00:00,proj-018,US-CENTRAL1,Internet,Cloud NAT,493.71,85.9
2025-11-28 00:00:00,proj-001,us-east4,europe-west1,Internet Egress,219.1,83.44
2026-02-23 00:00:00,proj-013,australia-southeast1,us-east4,Load Balancing,436.49,44.38
2025-10-05 00:00:00,proj-050,asia-south1,Internet,Intra-region Egress,265.55,4.74
2025-04-15 00:00:00,proj-014,us-central1,Internet,Internet Egress,73.55,85.9
2026-02-21 00:00:00,proj-047,us-central1,us-east4,Internet Egress,238.62,11.06
2025-04-02 00:00:00,proj-046,us-central1,europe-west1,Inter-region Egress,357.32,24.77
2025-04-07 00:00:00,proj-072,us-east4,Internet,Internet Egress,351.43,49.45
2026-03-01 00:00:00,proj-072,europe-west1,europe-west1,Cloud NAT,486.34,64.9
2025-09-23 00:00:00,proj-076,australia-southeast1,Internet,Inter-region Egress,19.5,32.15
2025-09-22 00:00:00,proj-010,us-central1,europe-west1,Cloud NAT,207.91,65.04
2025-09-20 00:00:00,proj-059,europe-west1,us-central1,Cloud NAT,494.74,29.01
2025-05-23 00:00:00,proj-054,us-central1,australia-southeast1,Internet Egress,217.2,28.89
2025-05-10 00:00:00,proj-035,us-east4,australia-southeast1,Internet Egress,76.43,39.49
2025-02-27 00:00:00,proj-018,asia-south1,Internet,Internet Egress,202.54,26.47
2025-07-16 00:00:00,proj-003,australia-southeast1,us-east4,Inter-region Egress,149.83,82.48
2025-01-13 00:00:00,proj-037,us-central1,asia-south1,Load Balancing,382.24,96.54
2025-04-02 00:00:00,proj-068,US-EAST4,us-central1,Internet Egress,295.11,77.7
2025-11-07 00:00:00,proj-018,europe-west1,asia-south1,Intra-region Egress,307.3,73.1
2025-08-25 00:00:00,proj-007,us-central1,asia-south1,Internet Egress,442.37,47.05
2025-11-01 00:00:00,proj-077,australia-southeast1,asia-south1,Intra-region Egress,7.49,27.93
2026-02-26 00:00:00,proj-038,us-east4,us-east4,Inter-region Egress,497.9,82.06
2025-05-02 00:00:00,proj-042,australia-southeast1,us-central1,Intra-region Egress,134.25,37.16
2025-11-26 00:00:00,proj-028,australia-southeast1,us-east4,Load Balancing,242.39,61.61
2026-01-07 00:00:00,proj-073,asia-south1,australia-southeast1,Inter-region Egress,427.58,18.55
2026-04-03 00:00:00,proj-030,us-east4,Internet,Cloud NAT,294.52,70.69
2025-12-11 00:00:00,proj-071,us-central1,Internet,Inter-region Egress,390.83,89.73
2025-11-05 00:00:00,proj-029,us-central1,us-central1,Load Balancing,366.91,73.99
2026-03-22 00:00:00,proj-034,US-CENTRAL1,europe-west1,Intra-region Egress,227.88,40.42
2025-06-20 00:00:00,proj-008,europe-west1,asia-south1,Cloud NAT,484.44,13.94
2025-12-27 00:00:00,proj-070,us-central1,us-central1,Internet Egress,374.95,73.28
2025-10-25 00:00:00,proj-028,asia-south1,asia-south1,Inter-region Egress,475.47,68.49
2025-11-25 00:00:00,proj-020,europe-west1,asia-south1,Load Balancing,97.08,96.98
2025-11-07 00:00:00,proj-072,us-east4,australia-southeast1,Cloud NAT,186.98,24.23
2025-11-23 00:00:00,proj-043,asia-south1,us-east4,Intra-region Egress,249.83,40.35
2025-12-25 00:00:00,proj-015,us-east4,us-central1,Internet Egress,471.62,37.19
2026-05-01 00:00:00,proj-060,US-CENTRAL1,asia-south1,Load Balancing,454.02,94.45
2025-03-22 00:00:00,proj-057,us-east4,us-central1,Internet Egress,91.7,67.76
2025-10-27 00:00:00,proj-051,australia-southeast1,australia-southeast1,Internet Egress,415.46,72.12
2025-05-08 00:00:00,proj-032,us-central1,australia-southeast1,Internet Egress,289.88,10.18
2025-09-21 00:00:00,proj-026,europe-west1,europe-west1,Inter-region Egress,326.71,20.36
2025-07-14 00:00:00,proj-039,asia-south1,australia-southeast1,Internet Egress,45.22,42.55
2025-02-01 00:00:00,proj-020,asia-south1,australia-southeast1,Load Balancing,26.46,99.77
2026-04-14 00:00:00,proj-066,us-east4,us-east4,Internet Egress,455.64,12.68
2025-06-08 00:00:00,proj-004,us-east4,europe-west1,Intra-region Egress,29.99,45.39
2025-06-02 00:00:00,proj-042,europe-west1,europe-west1,Internet Egress,162.5,38.05
2026-03-26 00:00:00,proj-010,asia-south1,europe-west1,Intra-region Egress,493.49,9.46
2025-03-25 00:00:00,proj-078,us-east4,us-east4,Inter-region Egress,156.84,96.68
2025-02-27 00:00:00,proj-005,australia-southeast1,australia-southeast1,Inter-region Egress,454.83,23.86
2025-05-10 00:00:00,proj-077,US-CENTRAL1,europe-west1,Load Balancing,420.23,73.27
2025-08-22 00:00:00,proj-075,australia-southeast1,us-central1,Inter-region Egress,214.72,35.84
2025-09-19 00:00:00,proj-058,us-east4,europe-west1,Inter-region Egress,143.94,78.73
2025-03-28 00:00:00,proj-027,us-east4,us-east4,Intra-region Egress,120.08,8.55
2025-06-20 00:00:00,proj-051,australia-southeast1,us-central1,Internet Egress,269.62,43.95
2026-03-12 00:00:00,proj-052,EUROPE-WEST1,us-central1,Intra-region Egress,382.32,73.98
2025-10-31 00:00:00,proj-045,us-east4,australia-southeast1,Internet Egress,307.79,21.05
2026-03-19 00:00:00,proj-027,us-central1,us-east4,Intra-region Egress,464.36,65.29
2025-04-30 00:00:00,proj-035,US-EAST4,asia-south1,Load Balancing,84.26,8.99
2025-06-24 00:00:00,proj-056,europe-west1,us-east4,Inter-region Egress,188.4,66.35
2025-05-25 00:00:00,proj-033,us-central1,asia-south1,Load Balancing,242.27,34.83
2025-09-06 00:00:00,proj-005,europe-west1,us-east4,,59.89,73.33
2025-04-24 00:00:00,proj-026,australia-southeast1,us-east4,Cloud NAT,185.25,89.45
2026-04-14 00:00:00,proj-045,australia-southeast1,us-east4,Cloud NAT,391.45,68.75
2025-09-18 00:00:00,proj-067,us-central1,europe-west1,Inter-region Egress,145.07,60.2
2025-01-03 00:00:00,proj-059,australia-southeast1,asia-south1,Cloud NAT,257.55,78.88
2025-06-09 00:00:00,proj-062,asia-south1,us-central1,Inter-region Egress,397.98,47.45
2025-12-22 00:00:00,proj-005,asia-south1,us-central1,Inter-region Egress,364.53,53.93
2026-03-25 00:00:00,proj-003,asia-south1,us-east4,Inter-region Egress,95.23,0.84
2026-05-06 00:00:00,proj-002,us-central1,us-east4,,230.2,57.01
2025-08-03 00:00:00,proj-057,us-east4,us-east4,Internet Egress,429.51,67.74
2025-12-17 00:00:00,proj-057,asia-south1,australia-southeast1,Inter-region Egress,434.49,85.76
2025-10-18 00:00:00,proj-074,australia-southeast1,us-east4,Load Balancing,239.77,3.3
2025-07-24 00:00:00,proj-075,australia-southeast1,europe-west1,Intra-region Egress,136.48,57.23
2026-01-11 00:00:00,proj-007,europe-west1,australia-southeast1,Intra-region Egress,357.22,53.16
2025-08-27 00:00:00,proj-002,europe-west1,europe-west1,Internet Egress,34.15,58
2025-12-30 00:00:00,proj-080,us-central1,europe-west1,Intra-region Egress,343.83,28.43
2025-01-09 00:00:00,proj-071,EUROPE-WEST1,europe-west1,Intra-region Egress,476,79.01
2025-02-12 00:00:00,proj-059,australia-southeast1,us-east4,Load Balancing,4.61,22.02
2025-08-03 00:00:00,proj-061,us-east4,us-east4,Load Balancing,45.73,49.84
2025-07-07 00:00:00,proj-011,europe-west1,asia-south1,Internet Egress,460.22,19.74
2025-08-05 00:00:00,proj-058,asia-south1,Internet,Load Balancing,498.99,33.05
2026-02-09 00:00:00,proj-036,europe-west1,us-east4,Load Balancing,165.65,4.2
2026-03-27 00:00:00,proj-022,europe-west1,us-central1,Inter-region Egress,248.49,3.46
2025-08-01 00:00:00,proj-037,us-central1,us-east4,Inter-region Egress,95.5,77.55
2025-04-26 00:00:00,proj-008,AUSTRALIA-SOUTHEAST1,australia-southeast1,Inter-region Egress,282.13,97.3
2025-04-07 00:00:00,proj-075,australia-southeast1,asia-south1,Inter-region Egress,444.1,30.12
2025-06-23 00:00:00,proj-033,asia-south1,us-central1,Load Balancing,319.44,8.01
2025-03-08 00:00:00,proj-006,australia-southeast1,us-east4,Internet Egress,386.93,1.42
2025-08-12 00:00:00,proj-043,europe-west1,us-east4,Cloud NAT,196,79.51
2025-07-16 00:00:00,proj-056,australia-southeast1,Internet,Intra-region Egress,487.06,14.45
2026-01-29 00:00:00,proj-058,australia-southeast1,europe-west1,Inter-region Egress,43.38,34.48
2025-02-05 00:00:00,proj-048,asia-south1,Internet,Load Balancing,402.31,21.6
2025-09-28 00:00:00,proj-066,asia-south1,us-central1,Inter-region Egress,315.8,23.89
2025-10-18 00:00:00,proj-059,us-central1,us-east4,Cloud NAT,233.62,81.25
2026-03-31 00:00:00,proj-057,us-east4,asia-south1,Intra-region Egress,496.44,93.84
2025-07-06 00:00:00,proj-007,australia-southeast1,us-central1,Cloud NAT,341.44,94.03
2026-04-20 00:00:00,proj-074,us-east4,asia-south1,Load Balancing,367.18,80.27
2025-07-10 00:00:00,proj-061,europe-west1,asia-south1,Inter-region Egress,155.68,17.09
2026-04-19 00:00:00,proj-010,australia-southeast1,us-central1,Cloud NAT,169.67,47.93
2025-06-14 00:00:00,proj-049,asia-south1,us-east4,Intra-region Egress,97.72,17.23
2025-07-14 00:00:00,proj-005,europe-west1,us-east4,Load Balancing,338.29,20.42
2025-07-05 00:00:00,proj-004,us-central1,us-east4,Inter-region Egress,123.4,75.24
2025-05-08 00:00:00,proj-044,us-central1,Internet,Cloud NAT,428.32,28.73
2026-01-10 00:00:00,proj-002,us-central1,australia-southeast1,Internet Egress,131.66,27.1
2025-06-14 00:00:00,proj-038,us-central1,asia-south1,Load Balancing,383.87,74.42
2026-05-05 00:00:00,proj-044,australia-southeast1,europe-west1,Intra-region Egress,69.49,41.73
2025-03-11 00:00:00,proj-022,us-central1,europe-west1,Inter-region Egress,478.72,54.96
2025-10-03 00:00:00,proj-001,europe-west1,asia-south1,Load Balancing,173.12,34.4
2025-10-20 00:00:00,proj-080,us-east4,Internet,Cloud NAT,63.7,33.56
2025-02-04 00:00:00,proj-005,europe-west1,asia-south1,Intra-region Egress,30.57,57.34
2026-03-11 00:00:00,proj-063,us-central1,Internet,Inter-region Egress,242.12,17.64
2025-05-02 00:00:00,proj-066,us-east4,australia-southeast1,Internet Egress,124.97,57.92
2026-01-30 00:00:00,proj-077,europe-west1,us-east4,Inter-region Egress,472.02,61.09
2026-01-11 00:00:00,proj-028,asia-south1,Internet,Internet Egress,130.3,50.86
2025-09-04 00:00:00,proj-018,us-central1,Internet,Intra-region Egress,126.86,63.46
2025-01-28 00:00:00,proj-024,europe-west1,us-east4,Internet Egress,369.09,67.22
2025-08-19 00:00:00,proj-038,us-central1,us-central1,Cloud NAT,43.85,4.79
2025-04-05 00:00:00,proj-022,AUSTRALIA-SOUTHEAST1,us-east4,Intra-region Egress,36.91,10.6
2025-11-12 00:00:00,proj-002,AUSTRALIA-SOUTHEAST1,australia-southeast1,Inter-region Egress,415.21,98.16
2025-07-14 00:00:00,proj-007,us-central1,us-central1,Intra-region Egress,293.04,53.27
2025-05-25 00:00:00,proj-003,australia-southeast1,us-east4,Intra-region Egress,100.81,62.24
2026-04-24 00:00:00,proj-061,europe-west1,asia-south1,Inter-region Egress,47.29,95.02
2026-03-09 00:00:00,proj-028,us-central1,us-east4,Cloud NAT,292.13,5.08
2025-08-26 00:00:00,proj-078,europe-west1,Internet,Internet Egress,62.93,1.15
2025-01-28 00:00:00,proj-075,europe-west1,asia-south1,Inter-region Egress,254.41,0.35
2025-11-16 00:00:00,proj-074,asia-south1,us-east4,Load Balancing,411.88,88.99
2025-11-18 00:00:00,proj-049,us-central1,asia-south1,Inter-region Egress,442.44,45.03
2025-03-06 00:00:00,proj-003,europe-west1,Internet,Intra-region Egress,134.91,22.4
2025-10-11 00:00:00,proj-038,us-central1,europe-west1,Inter-region Egress,0.57,81.57
2025-06-17 00:00:00,proj-080,asia-south1,Internet,Inter-region Egress,154.79,47.21
2025-03-03 00:00:00,proj-006,asia-south1,australia-southeast1,Internet Egress,27.27,65.32
2025-10-31 00:00:00,proj-003,europe-west1,Internet,Internet Egress,8.15,22.19
2025-08-18 00:00:00,proj-073,us-east4,europe-west1,Intra-region Egress,357.07,26.8
2025-03-21 00:00:00,proj-006,asia-south1,Internet,,300.74,87.93
2026-02-22 00:00:00,proj-020,US-CENTRAL1,Internet,Intra-region Egress,383.5,7.35
2025-10-24 00:00:00,proj-005,ASIA-SOUTH1,asia-south1,Cloud NAT,156,91.75
2026-02-13 00:00:00,proj-043,us-central1,Internet,Internet Egress,164.71,75.62
2025-09-02 00:00:00,proj-059,asia-south1,australia-southeast1,Inter-region Egress,105.2,15.32
2025-04-07 00:00:00,proj-018,AUSTRALIA-SOUTHEAST1,asia-south1,Intra-region Egress,164.95,40.98
2025-06-22 00:00:00,proj-080,asia-south1,Internet,Internet Egress,455.14,81.98
2026-04-07 00:00:00,proj-016,us-central1,us-central1,Cloud NAT,357.1,28.17
2025-06-23 00:00:00,proj-071,australia-southeast1,europe-west1,Internet Egress,190.08,90.92
2025-10-07 00:00:00,proj-020,asia-south1,us-east4,Intra-region Egress,236.87,21.38
2025-02-19 00:00:00,proj-051,europe-west1,us-central1,Inter-region Egress,236.68,60.46
2026-04-10 00:00:00,proj-034,us-east4,australia-southeast1,Inter-region Egress,277.03,23.27
2026-04-12 00:00:00,proj-057,europe-west1,us-central1,Internet Egress,266.45,90.2
2026-01-19 00:00:00,proj-004,europe-west1,Internet,Load Balancing,143.84,51.83
2025-03-25 00:00:00,proj-056,us-central1,Internet,Cloud NAT,341.87,61.14
