Usage_Start_Date,Project_ID,SKU_ID,Location,Usage_Amount,Gross_Cost,Credits_Amount
04-07-2025,proj-008,sku-101,australia-southeast1,693.37,1326.79,0
24-06-2025,proj-041,sku-113,us-central1,648.27,1939.9,0
16-10-2025,proj-024,sku-112,australia-southeast1,231.56,1188.98,0
22-01-2026,proj-019,sku-113,us-central1,681.38,392.24,0
28-06-2025,proj-050,sku-122,us-central1,940.19,2174.31,0
24-01-2025,proj-065,NA,europe-west1,46.88,1684.65,-168.465
07-08-2025,proj-040,sku-120,us-central1,319.72,1581.32,-316.264
22-12-2025,proj-034,sku-109,us-central1,438.23,1629.18,-325.836
10-11-2025,proj-070,sku-110,us-east4,899.27,612.66,0
20-02-2025,proj-056,sku-109,asia-south1,962.27,1230.79,0
31-12-2025,proj-021,sku-111,australia-southeast1,444.17,814.98,0
04-12-2025,proj-035,sku-111,europe-west1,750.05,2083.82,0
16-06-2025,proj-044,sku-104,us-central1,531.71,1471.91,0
12-03-2026,proj-039,sku-103,europe-west1,537.83,1793.24,0
01-01-2026,proj-029,sku-106,us-east4,278.17,1650.76,0
20-08-2025,proj-051,sku-114,europe-west1,217.03,1209.31,0
12-02-2025,proj-023,sku-100,us-central1,288.08,2012.14,0
30-06-2025,proj-040,sku-125,asia-south1,556.37,1538.42,0
03-06-2025,proj-072,sku-116,us-central1,29.25,566.97,0
21-03-2025,proj-022,sku-126,europe-west1,907.26,726.88,0
29-03-2025,proj-075,sku-123,australia-southeast1,156.37,2067.42,0
24-02-2025,proj-054,sku-129,asia-south1,220.17,2353.08,0
01-05-2025,proj-076,sku-115,asia-south1,518.32,1370.01,0
04-10-2025,proj-007,sku-124,us-central1,710.14,963.86,0
29-06-2025,proj-069,sku-114,asia-south1,95.82,1562.53,0
05-05-2025,proj-066,sku-105,europe-west1,317.76,1208.77,0
20-02-2025,proj-041,sku-113,australia-southeast1,968.68,2104.24,0
12-01-2025,proj-079,sku-104,asia-south1,262.42,2082.49,-208.249
27-01-2026,proj-065,sku-130,us-east4,313.12,1140.39,-114.039
16-06-2025,,sku-105,us-east4,836.51,2011.46,0
27-01-2025,proj-012,sku-125,australia-southeast1,50.31,482.4,-48.24
21-09-2025,proj-062,sku-102,us-central1,464.67,934.79,0
06-05-2025,proj-069,sku-123,us-east4,379.68,199.01,0
13-01-2026,proj-028,sku-103,australia-southeast1,316.66,2019.49,0
17-06-2025,proj-016,sku-127,europe-west1,285.77,2438.11,0
09-06-2025,proj-005,sku-127,us-east4,91.46,1441.92,0
09-05-2026,proj-036,sku-122,europe-west1,314.89,1916.24,0
09-12-2025,proj-071,sku-115,europe-west1,43.15,1003.99,-100.399
13-07-2025,proj-056,sku-103,us-east4,780.99,1403.89,-140.389
24-03-2025,proj-006,sku-118,us-central1,398.29,868.4,-173.68
18-02-2025,proj-050,sku-128,europe-west1,443.96,1742.12,0
15-04-2026,proj-043,sku-102,asia-south1,893.61,615.62,0
14-07-2025,proj-038,sku-122,us-central1,658.09,383.11,-38.311
24-04-2025,proj-030,sku-124,europe-west1,8.16,2246.4,0
15-05-2026,proj-003,sku-115,us-central1,943.18,2160.71,-216.071
17-01-2026,proj-079,sku-116,asia-south1,237.22,2087.4,0
07-09-2025,proj-071,sku-122,asia-south1,107.7,2053.86,0
05-07-2025,proj-022,sku-125,australia-southeast1,768.15,1823.77,0
21-07-2025,proj-023,sku-105,australia-southeast1,500.53,2186.9,-218.69
10-07-2025,proj-012,sku-126,australia-southeast1,433.83,525.54,0
26-04-2025,proj-066,sku-124,europe-west1,249.58,2176.01,0
01-04-2025,proj-018,sku-102,australia-southeast1,547.52,2294.48,0
08-01-2026,proj-066,sku-125,europe-west1,274.46,1790.01,0
15-03-2025,proj-044,sku-111,us-east4,901.59,1498.38,0
21-01-2026,proj-006,sku-116,us-central1,215.28,590.18,0
22-12-2025,proj-045,sku-129,europe-west1,884.37,2165.4,0
30-09-2025,proj-005,sku-122,australia-southeast1,559.45,1442.07,-288.414
07-12-2025,proj-012,sku-106,us-east4,828.51,1526.68,0
07-12-2025,proj-020,sku-112,us-east4,712.87,1516.41,0
05-07-2025,proj-076,sku-122,us-central1,696.73,2166.95,0
15-05-2026,proj-023,sku-106,us-central1,324.41,342.45,0
21-07-2025,proj-065,sku-125,asia-south1,233.97,154.19,0
06-01-2026,proj-047,sku-103,us-central1,210.97,559.97,0
19-04-2025,proj-030,sku-107,us-central1,857.21,1229.4,0
18-09-2025,proj-023,sku-120,australia-southeast1,820.44,1173.54,0
06-02-2026,proj-080,sku-105,us-east4,440.63,1280.08,-256.016
27-12-2025,proj-028,sku-126,us-central1,132.49,285.85,0
14-04-2025,proj-032,sku-128,us-east4,382.31,1982.23,0
27-02-2025,proj-002,sku-108,australia-southeast1,619.38,755.32,0
29-11-2025,proj-038,sku-104,asia-south1,454.46,2283.08,0
27-03-2025,proj-074,NA,asia-south1,780.21,2099.91,-209.991
17-04-2025,proj-064,sku-114,europe-west1,997.62,158.67,-31.734
30-04-2025,,sku-107,asia-south1,191.21,133.92,0
15-03-2025,proj-020,sku-116,us-central1,459.7,1572.45,0
14-12-2025,proj-019,sku-113,us-central1,431.04,193.2,-19.32
08-03-2026,proj-070,sku-111,europe-west1,304.56,1429.6,0
27-05-2025,proj-012,sku-108,us-central1,198.18,197.92,0
09-08-2025,proj-058,sku-125,us-central1,65.79,1198.38,-119.838
06-10-2025,proj-069,sku-124,us-east4,887.13,1047.77,-104.777
09-01-2025,proj-070,sku-113,us-central1,419.91,1477.34,0
15-05-2026,proj-057,sku-123,us-east4,496.95,890.49,0
09-03-2026,proj-043,sku-112,us-east4,916.95,350.13,0
31-01-2026,proj-007,sku-106,us-central1,776.31,2105.29,0
09-08-2025,proj-014,sku-101,australia-southeast1,130.59,748.26,-74.826
04-04-2025,proj-019,sku-110,australia-southeast1,565.46,168.67,0
15-04-2026,proj-064,sku-110,australia-southeast1,442.31,1251.49,-125.149
06-12-2025,proj-015,sku-122,us-east4,797.23,2194.19,0
26-10-2025,proj-035,sku-100,asia-south1,724.26,701.81,0
16-08-2025,proj-045,sku-109,us-central1,690.44,1126.89,0
18-01-2026,proj-004,sku-109,us-central1,340.61,1006.43,-201.286
29-11-2025,proj-028,sku-128,europe-west1,804.98,120.98,0
21-02-2026,proj-060,sku-125,us-central1,52.49,2170.87,0
30-10-2025,proj-033,sku-105,us-east4,159.71,1897.21,-189.721
24-01-2026,proj-038,sku-126,us-central1,335.69,239.43,0
09-08-2025,proj-039,sku-118,us-east4,76.9,330.42,-66.084
18-03-2025,proj-028,sku-126,asia-south1,235.07,26.46,-2.646
07-03-2026,proj-048,sku-128,europe-west1,830.17,2464.3,0
07-12-2025,proj-033,sku-107,australia-southeast1,948.26,1040.46,-104.046
18-11-2025,proj-071,sku-129,us-central1,304.67,2325.98,-465.196
30-06-2025,proj-022,sku-128,australia-southeast1,264.59,1050.36,0
04-04-2025,proj-064,sku-116,australia-southeast1,279.96,259.51,0
01-01-2025,proj-060,sku-114,asia-south1,277.79,858.32,-85.832
13-02-2026,proj-052,sku-114,asia-south1,36.03,1045.58,0
25-10-2025,proj-049,sku-105,us-central1,926.92,441.54,0
28-02-2026,proj-005,sku-107,asia-south1,213.78,133.78,0
02-01-2026,proj-026,sku-121,us-central1,420.06,791.3,0
23-03-2026,proj-055,sku-123,asia-south1,9.79,1348.24,0
05-05-2025,proj-076,sku-106,asia-south1,857.97,638.32,-63.832
01-03-2025,proj-026,sku-115,europe-west1,731.18,2396.71,0
06-09-2025,proj-047,sku-109,us-central1,946.76,1203.57,0
13-01-2025,proj-005,sku-116,us-east4,781.64,325.69,0
26-07-2025,proj-039,sku-114,australia-southeast1,313.78,1033.74,-103.374
23-03-2026,proj-075,sku-104,europe-west1,247.95,1769.25,0
09-08-2025,proj-022,sku-108,us-east4,697.75,1217.88,-243.576
14-03-2025,proj-027,sku-126,us-east4,364.18,828.09,-165.618
05-02-2026,proj-002,sku-108,us-east4,566.26,265.76,0
19-01-2025,proj-004,sku-128,europe-west1,6.36,1148.89,0
03-05-2026,proj-042,sku-130,us-central1,61.98,243.47,0
28-09-2025,proj-018,sku-115,us-east4,535.41,927.21,-185.442
18-01-2026,proj-001,sku-107,australia-southeast1,566.12,290.57,0
23-04-2025,proj-061,sku-120,us-east4,751.48,1690.4,0
29-01-2026,proj-063,sku-120,asia-south1,132.05,1931.51,0
10-05-2026,proj-057,sku-128,us-central1,513.23,608.72,0
06-10-2025,proj-055,sku-123,us-central1,194.53,186.8,0
21-02-2025,proj-026,sku-126,us-central1,93.29,867.58,0
21-12-2025,proj-002,sku-125,us-east4,410.55,1401.32,0
22-06-2025,proj-016,sku-100,australia-southeast1,163.42,1919.85,-383.97
28-09-2025,proj-041,sku-125,asia-south1,221.86,1007.25,0
19-05-2025,proj-054,sku-130,australia-southeast1,317.62,914.87,-182.974
03-04-2025,proj-072,sku-118,us-central1,259.46,2270.84,-227.084
09-03-2026,proj-073,sku-124,australia-southeast1,87.68,1124.22,0
15-01-2026,proj-054,sku-106,us-central1,90.01,1118.05,0
29-05-2025,proj-070,sku-109,us-east4,193.33,1025,0
24-12-2025,proj-021,sku-118,australia-southeast1,50.65,908.06,0
02-09-2025,proj-053,sku-113,asia-south1,626.49,1821.21,0
06-01-2026,proj-034,sku-110,us-east4,287.4,704.46,0
26-08-2025,proj-020,sku-127,us-east4,279.82,946.95,-94.695
05-12-2025,proj-042,sku-116,us-central1,332.07,705.73,-70.573
09-12-2025,proj-075,sku-108,us-central1,662.83,1425.8,-142.58
01-08-2025,proj-008,sku-122,us-east4,870.65,2400.98,0
10-04-2026,proj-016,sku-109,us-east4,759.11,975.74,0
23-02-2026,proj-010,sku-107,australia-southeast1,727.56,2420.51,0
15-11-2025,proj-066,sku-109,us-east4,484.44,1641.73,-164.173
09-02-2026,proj-066,sku-112,us-central1,693.84,1988.62,0
09-07-2025,proj-075,sku-128,australia-southeast1,552.81,832.51,0
09-09-2025,proj-064,sku-130,australia-southeast1,216.33,561.06,0
19-09-2025,proj-041,sku-107,europe-west1,208.67,1442.03,-144.203
10-12-2025,proj-067,sku-125,europe-west1,296.46,2476.88,0
16-06-2025,proj-001,sku-114,us-central1,910.81,1775.48,-177.548
17-11-2025,proj-052,sku-114,us-central1,547.46,1704.06,0
24-01-2025,proj-001,sku-103,australia-southeast1,733.93,1125.26,0
13-05-2026,proj-068,NA,australia-southeast1,346.62,2198.71,0
25-10-2025,proj-003,sku-118,us-central1,407.77,1742.42,0
24-03-2025,proj-079,sku-108,us-central1,125.65,1687.21,0
07-01-2025,proj-023,sku-100,us-east4,171.38,731.34,0
07-02-2026,proj-035,sku-108,australia-southeast1,827.37,2394.33,0
06-01-2025,proj-056,sku-101,australia-southeast1,584.88,625.98,-125.196
27-10-2025,proj-018,sku-121,us-central1,337.6,1309.22,0
07-07-2025,proj-040,sku-113,us-central1,802.87,848.9,0
11-04-2025,proj-010,sku-129,asia-south1,246.6,451.95,0
26-01-2026,proj-006,NA,europe-west1,976.04,360.24,0
05-02-2025,proj-071,sku-113,us-east4,344.88,732.23,0
28-04-2025,proj-073,sku-113,asia-south1,337.38,1722.45,0
11-09-2025,proj-076,sku-108,europe-west1,311.98,2436.96,0
24-12-2025,proj-026,NA,australia-southeast1,122.2,2133.17,0
05-04-2025,proj-057,sku-123,asia-south1,111.23,545.08,0
04-12-2025,proj-022,sku-100,australia-southeast1,648.14,196.04,0
25-05-2025,proj-014,sku-122,us-central1,875.13,1716.7,0
22-02-2026,proj-038,sku-114,us-east4,790.54,75.1,0
11-07-2025,proj-014,sku-101,us-east4,141.19,2147.81,0
27-04-2026,proj-067,sku-101,us-central1,545.63,2063.87,-206.387
31-10-2025,proj-033,NA,us-central1,105.68,1984.25,0
24-03-2026,proj-002,sku-122,asia-south1,45.39,1381.06,0
04-01-2025,proj-020,sku-130,europe-west1,656.42,2433.84,0
18-06-2025,proj-074,sku-116,asia-south1,535.2,1145.92,0
04-10-2025,proj-069,sku-124,asia-south1,82.12,2466.33,-493.266
12-07-2025,,sku-124,us-east4,35.04,2204.68,0
27-04-2026,proj-033,sku-121,us-central1,989.76,316.36,-31.636
07-08-2025,proj-030,sku-104,europe-west1,30.12,2237.24,-447.448
07-04-2025,proj-014,sku-105,us-central1,444.58,762.18,0
17-11-2025,proj-051,sku-122,australia-southeast1,504.67,1920.63,0
09-03-2026,proj-063,sku-129,us-central1,117.37,0.53,0
13-03-2026,proj-017,sku-100,europe-west1,169.14,689.63,-68.963
29-09-2025,proj-041,sku-125,australia-southeast1,351.87,1896.12,-189.612
03-11-2025,proj-020,sku-114,asia-south1,761.7,2430.87,-486.174
12-06-2025,proj-019,sku-120,us-central1,507.13,427.41,-42.741
06-06-2025,proj-032,sku-116,us-east4,637.94,1148.53,0
30-04-2026,proj-044,sku-105,australia-southeast1,985.18,1467.93,0
21-08-2025,proj-008,NA,asia-south1,768.03,2381.41,0
07-06-2025,proj-007,sku-100,asia-south1,434.42,1133.18,0
10-04-2025,proj-066,sku-127,us-east4,446.5,2333.84,0
22-03-2025,proj-013,sku-125,asia-south1,618.81,2445.47,0
21-07-2025,proj-077,sku-106,us-east4,665.4,2354.08,0
12-03-2026,proj-034,NA,asia-south1,500.76,1871.83,0
05-03-2026,proj-015,sku-127,asia-south1,644.9,315.59,-31.559
27-10-2025,proj-011,sku-107,us-central1,23.63,1506.04,0
21-05-2025,proj-076,sku-102,europe-west1,429.68,1883.82,0
01-07-2025,proj-023,sku-116,asia-south1,279.01,2387.27,0
31-08-2025,proj-030,sku-124,us-central1,129.26,1944.9,0
29-03-2025,proj-053,sku-129,australia-southeast1,99.64,1347.34,0
13-01-2026,proj-062,sku-112,australia-southeast1,603.23,512.92,0
02-12-2025,proj-021,sku-103,europe-west1,523.65,1142.65,-228.53
19-03-2026,proj-054,sku-110,europe-west1,253.66,1595.76,0
10-02-2026,proj-069,sku-110,australia-southeast1,471,811.5,-81.15
18-06-2025,proj-002,sku-101,us-east4,492.28,1141.13,0
25-02-2026,proj-057,sku-104,australia-southeast1,195.09,43.41,0
26-08-2025,proj-016,sku-104,us-central1,652.13,2197.56,-219.756
04-05-2025,proj-053,sku-102,europe-west1,780.94,86.92,-17.384
16-04-2025,proj-002,sku-126,europe-west1,791.48,1023.23,-102.323
16-11-2025,proj-059,sku-129,europe-west1,602.51,1277.44,0
01-01-2025,proj-065,sku-100,us-east4,511.69,2431.05,0
15-01-2026,proj-056,sku-121,asia-south1,61.1,2337.91,0
04-02-2026,proj-060,sku-110,australia-southeast1,287.9,1615.9,0
07-09-2025,proj-032,sku-113,asia-south1,93.36,1460.14,0
06-02-2025,proj-073,sku-111,us-east4,963.83,916.4,0
14-08-2025,proj-033,sku-101,us-central1,135.17,102.73,0
03-02-2025,proj-079,sku-125,australia-southeast1,151.86,669.28,0
08-10-2025,proj-047,sku-115,europe-west1,889.59,2119.31,-423.862
15-05-2026,proj-041,sku-114,australia-southeast1,943.93,1620.68,0
05-04-2025,proj-058,sku-124,australia-southeast1,765.85,2036.07,0
18-11-2025,proj-032,sku-129,asia-south1,5.5,2092.43,0
04-06-2025,proj-038,sku-111,australia-southeast1,1.45,155.53,0
06-07-2025,proj-050,sku-130,us-east4,378.16,842.86,0
29-01-2026,proj-033,sku-111,us-east4,143.48,1689.97,-337.994
26-11-2025,proj-053,sku-124,asia-south1,18.48,2132.72,-213.272
04-01-2025,proj-054,sku-109,us-central1,464.12,2003.58,0
07-11-2025,proj-047,sku-105,us-east4,943.07,1055.37,-105.537
11-03-2026,proj-076,sku-118,us-east4,323.89,2330.26,0
13-04-2025,proj-059,sku-112,europe-west1,661.17,751.8,0
26-04-2026,proj-041,sku-102,australia-southeast1,652.27,939.45,-93.945
02-03-2025,proj-059,sku-107,us-central1,251.15,453.56,-45.356
20-05-2025,proj-027,sku-100,asia-south1,650.46,567.31,0
09-08-2025,proj-017,NA,europe-west1,212.41,21.79,-2.179
13-05-2026,proj-023,sku-114,us-central1,122.1,771.23,0
10-12-2025,proj-063,sku-100,asia-south1,701.41,766.43,0
08-01-2025,proj-047,sku-118,asia-south1,113.53,168.2,0
25-04-2026,proj-054,sku-128,europe-west1,996.91,851.2,-85.12
15-09-2025,proj-064,sku-125,australia-southeast1,183.53,753.47,0
12-04-2026,proj-022,sku-114,us-east4,594.18,1997.64,0
15-05-2026,proj-063,sku-121,us-east4,411.43,390.63,-78.126
01-02-2026,proj-002,sku-114,us-central1,126.47,1812.71,0
27-02-2026,proj-063,sku-103,australia-southeast1,27.94,324.97,-32.497
05-04-2025,proj-014,sku-116,europe-west1,622.77,1240.59,0
12-05-2026,proj-016,sku-124,us-central1,806.78,1840.96,0
06-03-2026,proj-061,sku-107,australia-southeast1,842.03,1516.14,0
06-01-2025,proj-063,sku-116,asia-south1,482.77,1614.7,-161.47
28-09-2025,proj-064,sku-118,us-east4,777.48,515.93,-51.593
28-09-2025,proj-055,sku-126,asia-south1,672.88,2068.51,0
11-01-2026,proj-027,sku-111,europe-west1,724.28,2380.29,-476.058
13-01-2025,proj-062,sku-112,us-east4,492.65,385.93,0
19-05-2025,proj-046,sku-124,us-east4,633.45,2220.67,-222.067
28-01-2026,proj-079,sku-101,europe-west1,805.55,994.24,0
05-04-2025,proj-044,sku-130,us-central1,397.94,1747.09,0
28-12-2025,proj-080,sku-129,us-east4,806,1266.81,-126.681
22-09-2025,proj-004,sku-105,asia-south1,592.06,1983.35,-198.335
12-01-2025,proj-010,sku-114,europe-west1,165.98,113.22,0
10-01-2025,proj-013,sku-113,australia-southeast1,24.78,809.22,0
28-12-2025,proj-048,sku-122,us-east4,362.82,118.73,0
19-04-2026,proj-046,sku-111,us-central1,546.74,2354.25,0
15-02-2025,proj-062,sku-100,australia-southeast1,839.84,425.39,0
18-11-2025,proj-063,sku-102,us-east4,127.57,1061.42,-212.284
20-01-2025,,sku-108,us-central1,800.23,1603.62,0
25-12-2025,proj-023,sku-124,us-central1,863.02,1153.76,0
09-05-2026,proj-066,sku-106,asia-south1,150.77,1341.36,0
09-07-2025,proj-025,sku-106,us-central1,851.61,510.05,-51.005
24-08-2025,proj-009,sku-108,asia-south1,991.45,167.58,-16.758
25-04-2025,proj-073,sku-128,asia-south1,726.87,643.48,-128.696
16-08-2025,proj-038,sku-128,europe-west1,784.79,792.9,0
01-02-2026,proj-025,sku-103,us-east4,994.42,1039.54,0
06-06-2025,proj-060,sku-108,europe-west1,605.52,739.88,-147.976
09-05-2026,proj-062,sku-120,asia-south1,307.96,89.54,-8.954
18-03-2025,proj-047,sku-126,asia-south1,837.55,236.53,0
15-07-2025,proj-005,sku-114,us-east4,614.52,1684.55,0
29-05-2025,proj-037,sku-103,asia-south1,581.24,157.89,-15.789
23-09-2025,proj-011,sku-116,europe-west1,253.71,115.54,0
01-10-2025,proj-025,sku-103,asia-south1,756.36,2029.47,0
18-06-2025,proj-016,sku-101,europe-west1,81.76,103.12,0
21-06-2025,proj-020,sku-126,us-central1,924.29,171.84,0
14-09-2025,proj-040,sku-114,europe-west1,325.89,1373.79,-137.379
13-02-2026,proj-076,sku-106,europe-west1,127.86,1107.12,-221.424
11-07-2025,proj-005,sku-100,asia-south1,442.42,2411.13,0
24-06-2025,proj-002,sku-128,us-east4,42.57,2342.12,-234.212
07-08-2025,proj-014,sku-102,asia-south1,684.66,1650.55,0
31-01-2025,proj-065,sku-112,asia-south1,902.72,179.68,0
28-04-2025,proj-080,sku-128,europe-west1,837.28,1257.98,-251.596
23-12-2025,proj-046,sku-124,europe-west1,127.46,112.68,0
28-11-2025,proj-044,sku-129,asia-south1,126.36,2269.84,0
22-08-2025,proj-049,sku-120,europe-west1,813.45,1649.96,0
28-11-2025,proj-036,sku-113,us-east4,924.26,1434.75,0
25-01-2026,proj-049,sku-124,us-central1,460.72,1069.77,0
15-04-2025,proj-015,sku-122,asia-south1,499.02,1274.3,0
15-08-2025,proj-032,sku-129,australia-southeast1,318.33,1000.74,0
11-03-2025,proj-019,sku-109,us-east4,894.28,249.04,0
20-02-2026,proj-048,sku-102,australia-southeast1,644.94,1652.47,-330.494
01-02-2026,proj-049,NA,asia-south1,288.32,2491.03,0
26-03-2026,proj-001,sku-103,europe-west1,298.85,281.24,0
30-09-2025,proj-079,sku-107,australia-southeast1,891.21,2485.45,0
28-01-2025,proj-035,sku-118,asia-south1,13.73,2249.03,0
07-01-2026,proj-066,sku-128,asia-south1,322.79,2235.46,0
27-09-2025,proj-075,sku-111,australia-southeast1,554.4,2078.13,-207.813
11-02-2026,proj-034,sku-128,us-central1,148.3,2308.88,0
10-06-2025,proj-031,sku-112,europe-west1,92.19,616.07,0
06-06-2025,proj-070,sku-123,europe-west1,815.29,1092.88,0
20-03-2026,proj-047,sku-118,asia-south1,894.41,1199.54,0
13-03-2026,proj-018,sku-109,asia-south1,823.62,169.96,0
03-12-2025,proj-035,sku-126,us-central1,898.8,2452.39,0
01-02-2026,proj-007,sku-120,us-east4,553.16,1723.61,0
31-05-2025,proj-051,sku-110,asia-south1,812.28,1128.93,-112.893
10-09-2025,proj-038,sku-130,asia-south1,384.1,2480.65,0
18-10-2025,proj-044,sku-111,us-east4,666.3,680.5,-68.05
15-09-2025,proj-047,sku-123,us-central1,988.84,842.56,0
22-05-2025,proj-080,sku-102,europe-west1,225.81,477.15,0
05-08-2025,proj-006,sku-118,asia-south1,389.96,466.29,0
10-05-2026,proj-009,sku-106,us-central1,480.1,471.21,0
11-02-2025,proj-023,sku-124,asia-south1,138.1,1527.1,0
14-02-2025,proj-036,sku-104,australia-southeast1,81.13,735.34,0
22-02-2026,proj-030,sku-120,europe-west1,829.74,2379.32,0
23-06-2025,proj-026,sku-115,us-east4,976.8,2041.82,-408.364
22-03-2025,proj-061,sku-114,asia-south1,404.78,403.02,-40.302
17-04-2025,proj-076,sku-102,us-central1,87.74,2084.95,0
27-12-2025,proj-001,sku-113,australia-southeast1,65.91,864.15,0
24-01-2026,proj-006,sku-100,australia-southeast1,891.33,569.43,-113.886
15-03-2025,proj-020,sku-107,europe-west1,463.87,1955.18,0
20-12-2025,proj-059,sku-109,australia-southeast1,320.1,2142.5,0
10-01-2026,proj-064,sku-111,europe-west1,476.51,2401.12,0
09-02-2026,proj-049,sku-123,us-central1,318.37,1050.55,0
19-10-2025,proj-035,sku-115,us-central1,489.09,1405.28,0
02-04-2026,proj-019,sku-126,australia-southeast1,859.57,1537.3,0
21-09-2025,proj-008,sku-108,us-east4,592.34,1569.26,0
22-10-2025,proj-049,sku-120,europe-west1,694.68,1005.4,0
28-03-2025,,sku-114,europe-west1,364.73,380.88,0
24-06-2025,proj-061,sku-110,europe-west1,738.53,176.12,0
02-04-2025,proj-036,sku-128,australia-southeast1,666.65,2264.97,0
10-05-2026,proj-013,sku-104,australia-southeast1,119.65,916.38,0
30-03-2025,proj-028,sku-126,australia-southeast1,572.69,451.73,-90.346
05-01-2026,proj-027,sku-110,us-central1,256.82,2458.93,0
13-01-2026,proj-039,sku-104,us-central1,804.12,2007.27,0
02-01-2025,proj-050,sku-120,australia-southeast1,426,2452.96,-490.592
14-10-2025,proj-073,sku-101,australia-southeast1,994.68,697.02,0
12-10-2025,proj-034,sku-130,us-central1,92.59,1158.12,0
08-03-2025,proj-024,sku-105,asia-south1,780.37,2021.73,-202.173
25-08-2025,proj-030,sku-125,australia-southeast1,673.73,1379.73,0
25-09-2025,proj-006,sku-127,us-central1,767.52,887.42,0
06-09-2025,proj-060,sku-107,us-east4,307.6,396.07,0
04-04-2026,proj-009,sku-115,us-central1,492.11,1404.42,-140.442
09-07-2025,proj-046,sku-112,us-central1,796.53,1495.97,0
16-11-2025,proj-072,sku-114,us-east4,232.62,1801.87,0
09-03-2026,proj-064,sku-122,australia-southeast1,226.11,1976.32,0
18-01-2025,proj-054,sku-109,us-east4,551.1,295.28,-59.056
16-02-2026,proj-046,sku-121,asia-south1,523.61,1569.89,0
21-12-2025,proj-071,sku-127,asia-south1,282.33,1953.61,-390.722
13-01-2025,proj-069,sku-118,us-east4,298.15,972.52,0
27-02-2026,proj-078,sku-103,australia-southeast1,277.92,688.93,-68.893
15-05-2026,proj-076,sku-102,asia-south1,771.53,1199.14,0
13-07-2025,proj-068,sku-109,asia-south1,651.94,775.22,0
14-02-2026,proj-027,sku-126,us-east4,832.43,1274.64,0
07-01-2026,proj-012,sku-106,europe-west1,975.48,771.24,-77.124
28-07-2025,proj-028,sku-120,australia-southeast1,474.22,1056.76,0
18-07-2025,proj-042,sku-114,us-central1,66.79,2287.85,0
17-07-2025,proj-060,NA,asia-south1,48.19,2291.51,0
16-12-2025,proj-075,sku-103,europe-west1,295.74,2480.45,0
03-02-2026,proj-044,sku-114,asia-south1,932.55,1215.31,0
20-06-2025,proj-062,sku-123,us-east4,523.26,420.11,-42.011
06-03-2026,proj-063,sku-106,us-east4,271.86,2222.57,-444.514
18-12-2025,proj-054,sku-116,us-east4,399.23,1492.11,0
01-05-2026,proj-041,sku-120,europe-west1,598.64,1869.3,0
22-10-2025,proj-077,sku-125,us-central1,652.98,406.49,0
17-04-2026,proj-056,sku-103,europe-west1,154,799.25,0
06-06-2025,proj-024,sku-109,australia-southeast1,977.03,688.05,0
25-12-2025,proj-016,sku-110,europe-west1,544.82,1399.39,-139.939
06-05-2025,proj-057,sku-110,asia-south1,135.77,2492.94,0
17-03-2026,proj-062,sku-110,europe-west1,893.65,1530.88,0
10-02-2025,proj-007,sku-113,europe-west1,74.73,1432.16,0
05-02-2025,proj-061,sku-116,europe-west1,907.74,1897.71,0
31-01-2025,proj-033,sku-105,asia-south1,996.57,822.04,0
11-04-2026,proj-023,sku-124,us-east4,700.46,632.99,0
29-12-2025,proj-073,sku-111,australia-southeast1,770.47,2095.11,-209.511
10-04-2025,proj-061,sku-110,asia-south1,337.37,2401.38,-480.276
13-02-2026,proj-023,sku-113,australia-southeast1,941.58,1053.52,-105.352
06-02-2026,proj-046,sku-113,australia-southeast1,529.76,103.17,0
18-11-2025,proj-054,sku-107,europe-west1,732.42,447.91,0
10-05-2026,proj-038,sku-115,us-central1,924.12,2142.45,-214.245
02-04-2026,proj-073,sku-116,australia-southeast1,975.18,304.12,-30.412
20-04-2025,proj-056,sku-129,europe-west1,833.22,1907.52,-190.752
07-12-2025,proj-051,sku-108,us-east4,303.09,1550.62,0
15-09-2025,proj-069,sku-126,australia-southeast1,966.55,1816.84,-181.684
27-01-2025,proj-037,sku-105,us-central1,628.16,641.48,0
12-05-2026,proj-065,sku-113,europe-west1,930.65,45.83,-4.583
23-01-2025,proj-011,sku-106,europe-west1,676.14,99.4,0
12-03-2026,proj-036,sku-111,us-central1,307.31,1812.13,0
06-06-2025,proj-007,sku-118,asia-south1,370.09,1533.5,0
02-02-2025,proj-065,sku-116,europe-west1,550.52,2101.13,0
05-12-2025,proj-018,sku-106,europe-west1,790.04,998.12,0
04-08-2025,proj-043,sku-104,europe-west1,318.05,1388.88,-277.776
23-10-2025,proj-004,sku-107,asia-south1,579.77,1958.77,-195.877
05-04-2026,proj-026,sku-115,us-central1,345.69,1241.63,-124.163
10-05-2025,proj-060,sku-115,europe-west1,815.79,2483.37,0
06-11-2025,proj-068,sku-107,australia-southeast1,466.78,1857.23,-185.723
20-09-2025,proj-062,sku-116,us-east4,76.82,1708.28,-170.828
19-03-2025,proj-028,sku-126,asia-south1,166.14,2003.83,0
21-12-2025,proj-071,sku-129,us-central1,61.2,1942.98,0
09-05-2025,proj-017,sku-115,australia-southeast1,499.35,549.25,0
07-08-2025,proj-041,sku-103,australia-southeast1,106.43,525.97,0
19-09-2025,proj-026,sku-103,australia-southeast1,114.23,1515.19,0
08-01-2026,proj-033,sku-102,australia-southeast1,941.05,1090.13,-109.013
23-02-2025,proj-034,sku-115,asia-south1,872.67,2178.94,0
